id,b_D3d,b_D6d,b_D1m,b_NonD,GO
pif1(2of4),DN,DN,DN,NonDE,.
piga,DN,DN,DN,NonDE,.
pigb,NonDE,NonDE,NonDE,NonDE,.
pigbos1,DN,NonDE,NonDE,NonDE,.
pigc,NonDE,NonDE,NonDE,NonDE,.
pigf,NonDE,UP,UP,NonDE,.
pigg,DN,DN,DN,NonDE,.
pigh,NonDE,NonDE,NonDE,NonDE,.
pigk,NonDE,NonDE,NonDE,NonDE,.
pigl,NonDE,NonDE,NonDE,NonDE,.
pigm,NonDE,NonDE,NonDE,NonDE,.
pign,NonDE,NonDE,DN,NonDE,.
pigo,DN,DN,NonDE,NonDE,.
pigp,NonDE,NonDE,NonDE,NonDE,.
pigq,NonDE,NonDE,NonDE,NonDE,.
pigr(2of6),NonDE,NonDE,NonDE,NonDE,.
pigs,DN,DN,DN,NonDE,.
pigt,DN,DN,DN,NonDE,.
pigu,DN,DN,DN,NonDE,.
pigw,NonDE,NonDE,NonDE,NonDE,.
pigx,NonDE,NonDE,NonDE,NonDE,.
pih1d1,DN,NonDE,NonDE,NonDE,.
pih1d2,NonDE,NonDE,NonDE,NonDE,.
pih1d3,NonDE,NonDE,NonDE,NonDE,.
pik3c2a,NonDE,NonDE,NonDE,NonDE,.
pik3c2b,NonDE,NonDE,NonDE,NonDE,.
pik3c2g,NonDE,UP,NonDE,UP,.
pik3c3,NonDE,NonDE,NonDE,NonDE,.
pik3ca(1of3),NonDE,NonDE,NonDE,NonDE,.
pik3ca(2of3),DN,DN,DN,NonDE,.
pik3ca(3of3),DN,NonDE,NonDE,NonDE,.
pik3cb(1of2),NonDE,NonDE,NonDE,NonDE,.
pik3cb(2of2),NonDE,UP,UP,NonDE,.
pik3cg(1of2),NonDE,DN,NonDE,NonDE,.
pik3ip1,UP,UP,NonDE,NonDE,.
pik3r1(1of2),NonDE,NonDE,NonDE,NonDE,.
pik3r1(2of2),UP,UP,UP,NonDE,.
pik3r3(1of2),NonDE,NonDE,NonDE,NonDE,.
pik3r3(2of2),NonDE,NonDE,DN,NonDE,.
pik3r4,NonDE,NonDE,UP,NonDE,.
pik3r6,NonDE,UP,UP,NonDE,.
pikfyve,NonDE,NonDE,NonDE,NonDE,.
pim1(1of3),NonDE,NonDE,DN,NonDE,.
pim1(3of3),NonDE,NonDE,NonDE,NonDE,.
pim3,NonDE,NonDE,NonDE,NonDE,.
pin1,NonDE,NonDE,NonDE,NonDE,.
pin4,DN,NonDE,NonDE,NonDE,.
pink1,NonDE,NonDE,UP,NonDE,.
pinx1,NonDE,NonDE,NonDE,NonDE,.
pip4k2a,UP,UP,UP,NonDE,.
pip4k2b,NonDE,NonDE,UP,NonDE,.
pip4k2c(2of2),NonDE,NonDE,NonDE,NonDE,.
pip5k1a(1of2),DN,DN,DN,NonDE,.
pip5k1a(2of2),NonDE,NonDE,NonDE,NonDE,.
pip5k1b(1of2),NonDE,NonDE,NonDE,NonDE,.
pip5k1c(2of2),NonDE,NonDE,NonDE,NonDE,.
pip5kl1,NonDE,NonDE,UP,NonDE,.
pir,UP,UP,UP,NonDE,.
pisd,NonDE,NonDE,UP,NonDE,.
pithd1,UP,UP,UP,NonDE,.
pitpna(1of2),DN,DN,DN,NonDE,.
pitpna(2of2),DN,DN,NonDE,NonDE,.
pitpnb(1of2),DN,DN,NonDE,NonDE,.
pitpnb(2of2),DN,NonDE,DN,NonDE,.
pitpnc1(1of3),NonDE,NonDE,NonDE,NonDE,.
pitpnc1(2of3),NonDE,NonDE,NonDE,NonDE,.
pitpnm2(1of2),NonDE,NonDE,NonDE,NonDE,.
pitrm1,NonDE,NonDE,NonDE,NonDE,.
pitx1,NonDE,DN,DN,NonDE,.
pitx2(1of2),NonDE,NonDE,DN,NonDE,.
pitx2(2of2),NonDE,NonDE,DN,NonDE,.
piwil1,NonDE,UP,UP,NonDE,.
pkd1(1of3),NonDE,NonDE,DN,NonDE,.
pkd1(3of3),NonDE,NonDE,NonDE,NonDE,.
pkd1l3,NonDE,NonDE,NonDE,NonDE,.
pkd2,NonDE,UP,NonDE,NonDE,.
pkd2l1,UP,UP,NonDE,NonDE,.
pkdcc,NonDE,NonDE,NonDE,NonDE,.
pkia,DN,NonDE,NonDE,NonDE,.
pkig,NonDE,NonDE,NonDE,NonDE,.
pklr,UP,UP,NonDE,NonDE,.
pkm(1of2),UP,UP,UP,UP,.
pkm(2of2),NonDE,NonDE,NonDE,NonDE,.
pkmyt1,DN,DN,DN,NonDE,.
pkn2(1of6),NonDE,NonDE,NonDE,NonDE,.
pkn2(2of6),NonDE,NonDE,NonDE,NonDE,.
pkn2(3of6),NonDE,NonDE,NonDE,NonDE,.
pkn2(4of6),NonDE,NonDE,NonDE,NonDE,.
pkn2(5of6),NonDE,NonDE,NonDE,NonDE,.
pkn2(6of6),NonDE,NonDE,NonDE,NonDE,.
pknox1,NonDE,NonDE,NonDE,NonDE,.
pknox2,NonDE,NonDE,NonDE,NonDE,.
pkp1(1of2),NonDE,NonDE,NonDE,NonDE,.
pkp1(2of2),UP,UP,NonDE,NonDE,.
pkp2,NonDE,NonDE,NonDE,NonDE,.
pkp3(1of2),UP,UP,UP,NonDE,.
pkp3(2of2),UP,NonDE,NonDE,NonDE,.
pkp4(2of2),NonDE,NonDE,NonDE,NonDE,.
pla1a,NonDE,NonDE,DN,NonDE,.
pla2g12a,NonDE,NonDE,NonDE,NonDE,.
pla2g15,NonDE,NonDE,NonDE,NonDE,.
pla2g16(1of2),NonDE,NonDE,NonDE,NonDE,.
pla2g3(2of3),NonDE,NonDE,DN,NonDE,.
pla2g4a,NonDE,NonDE,NonDE,NonDE,.
pla2g6,NonDE,NonDE,NonDE,NonDE,.
pla2g7,NonDE,NonDE,NonDE,UP,.
pla2r1(1of3),NonDE,NonDE,NonDE,NonDE,.
plaa,DN,DN,DN,NonDE,.
plac8l1(2of2),NonDE,NonDE,NonDE,NonDE,.
plag1,NonDE,NonDE,NonDE,NonDE,.
plagl2(1of2),NonDE,NonDE,NonDE,NonDE,.
plagl2(2of2),NonDE,NonDE,NonDE,NonDE,.
plat,NonDE,DN,DN,NonDE,.
plaur(1of6),UP,UP,NonDE,NonDE,.
plaur(2of6),UP,UP,NonDE,NonDE,.
plaur(4of6),UP,UP,UP,UP,.
plb1(2of2),NonDE,NonDE,NonDE,NonDE,.
plbd1,UP,UP,UP,NonDE,.
plbd2,NonDE,NonDE,NonDE,NonDE,.
plcb1(1of2),NonDE,NonDE,NonDE,UP,.
plcb3,NonDE,NonDE,NonDE,NonDE,.
plcb4,NonDE,NonDE,NonDE,NonDE,.
plcd1(1of2),NonDE,NonDE,NonDE,NonDE,.
plcd1(2of2),UP,UP,UP,NonDE,.
plcd3(1of2),UP,UP,UP,NonDE,.
plcd3(2of2),NonDE,NonDE,NonDE,NonDE,.
plcd4(2of2),DN,DN,DN,NonDE,.
plce1,NonDE,NonDE,NonDE,NonDE,.
plcg1(1of2),NonDE,NonDE,UP,NonDE,.
plcg1(2of2),NonDE,NonDE,NonDE,NonDE,.
plch2(2of4),NonDE,NonDE,DN,NonDE,.
plch2(4of4),DN,DN,DN,NonDE,.
plcl1(1of2),UP,UP,NonDE,NonDE,.
plcl1(2of2),UP,UP,NonDE,NonDE,.
plcl2(1of3),NonDE,NonDE,NonDE,NonDE,.
plcl2(2of3),NonDE,NonDE,DN,NonDE,.
plcl2(3of3),NonDE,NonDE,NonDE,NonDE,.
plcxd1(1of5),UP,UP,UP,UP,.
plcxd1(5of5),NonDE,NonDE,DN,NonDE,.
plcxd2,UP,UP,UP,NonDE,.
plcxd3,NonDE,NonDE,NonDE,NonDE,.
pld1(1of2),UP,NonDE,NonDE,NonDE,.
pld1(2of2),NonDE,NonDE,NonDE,NonDE,.
pld2(1of2),NonDE,NonDE,NonDE,NonDE,.
pld3(1of2),NonDE,NonDE,NonDE,NonDE,.
pld3(2of2),DN,DN,DN,NonDE,.
pld5(1of2),NonDE,NonDE,NonDE,NonDE,.
pld5(2of2),NonDE,NonDE,NonDE,NonDE,.
plec(1of4),UP,UP,UP,UP,.
plec(2of4),NonDE,NonDE,NonDE,UP,.
plec(3of4),NonDE,NonDE,NonDE,NonDE,.
plec(4of4),UP,UP,UP,NonDE,.
plek2,UP,UP,NonDE,NonDE,.
plekha1(1of2),NonDE,NonDE,NonDE,NonDE,.
plekha1(2of2),NonDE,NonDE,NonDE,NonDE,.
plekha2,UP,UP,UP,NonDE,.
plekha3,NonDE,UP,UP,NonDE,.
plekha5(1of2),NonDE,UP,UP,NonDE,.
plekha5(2of2),NonDE,NonDE,NonDE,NonDE,.
plekha7(1of3),UP,UP,UP,NonDE,.
plekha7(2of3),UP,UP,NonDE,NonDE,.
plekha7(3of3),NonDE,NonDE,NonDE,NonDE,.
plekha8,NonDE,NonDE,NonDE,NonDE,.
plekhb1,NonDE,NonDE,NonDE,NonDE,.
plekhb2(1of2),UP,UP,UP,NonDE,.
plekhd1,NonDE,NonDE,UP,NonDE,.
plekhf1,UP,UP,NonDE,NonDE,.
plekhf2,NonDE,NonDE,NonDE,NonDE,.
plekhg1(1of2),NonDE,NonDE,NonDE,NonDE,.
plekhg1(2of2),NonDE,DN,DN,NonDE,.
plekhg3(1of2),NonDE,NonDE,NonDE,NonDE,.
plekhg3(2of2),NonDE,NonDE,NonDE,NonDE,.
plekhg4(1of5),NonDE,NonDE,NonDE,NonDE,.
plekhg4(2of5),UP,UP,UP,NonDE,.
plekhg4(3of5),UP,UP,NonDE,NonDE,.
plekhg4(4of5),NonDE,NonDE,NonDE,NonDE,.
plekhg4(5of5),NonDE,NonDE,NonDE,NonDE,.
plekhg4b,UP,UP,UP,NonDE,.
plekhg5,NonDE,NonDE,NonDE,NonDE,.
plekhg6(2of2),NonDE,NonDE,NonDE,NonDE,.
plekhh1,NonDE,DN,DN,NonDE,.
plekhh2(1of2),NonDE,NonDE,NonDE,NonDE,.
plekhj1,NonDE,NonDE,NonDE,NonDE,.
plekhm1,NonDE,NonDE,NonDE,NonDE,.
plekhm2,NonDE,NonDE,DN,NonDE,.
plekhm3,NonDE,NonDE,NonDE,NonDE,.
plekhn1(1of2),NonDE,DN,DN,NonDE,.
plekho1(1of2),DN,NonDE,NonDE,NonDE,.
plekho1(2of2),DN,DN,DN,NonDE,.
plekho2,NonDE,NonDE,NonDE,NonDE,.
plekhs1,NonDE,NonDE,NonDE,UP,.
plin2(2of3),NonDE,NonDE,DN,NonDE,.
plin2(3of3),NonDE,NonDE,NonDE,NonDE,.
plin3,NonDE,NonDE,NonDE,NonDE,.
plk1,DN,DN,DN,NonDE,.
plk2,NonDE,NonDE,NonDE,NonDE,.
plk3,NonDE,NonDE,NonDE,NonDE,.
plk4,DN,DN,DN,NonDE,.
pllp,NonDE,NonDE,NonDE,NonDE,.
pln,NonDE,NonDE,NonDE,NonDE,.
plod1,NonDE,NonDE,NonDE,NonDE,.
plod2,DN,DN,DN,NonDE,.
plod3(1of2),NonDE,NonDE,NonDE,NonDE,.
plod3(2of2),DN,NonDE,DN,NonDE,.
plp1,UP,NonDE,DN,UP,.
plp2,UP,NonDE,NonDE,NonDE,.
plpp1(2of2),NonDE,NonDE,NonDE,NonDE,.
plpp2(1of2),UP,UP,UP,NonDE,.
plpp2(2of2),NonDE,NonDE,NonDE,NonDE,.
plpp3(2of4),NonDE,NonDE,NonDE,NonDE,.
plpp3(3of4),UP,UP,NonDE,NonDE,.
plpp3(4of4),UP,UP,UP,NonDE,.
plpp4(2of3),NonDE,NonDE,NonDE,NonDE,.
plpp4(3of3),NonDE,DN,DN,NonDE,.
plpp6(2of2),DN,DN,NonDE,NonDE,.
plpp7(1of2),NonDE,NonDE,NonDE,NonDE,.
plppr1,NonDE,NonDE,NonDE,NonDE,.
plppr3(1of2),NonDE,NonDE,NonDE,NonDE,.
plppr4(1of3),NonDE,NonDE,NonDE,NonDE,.
plppr4(3of3),DN,NonDE,NonDE,NonDE,.
plppr5(1of3),NonDE,UP,NonDE,NonDE,.
plppr5(3of3),NonDE,NonDE,NonDE,NonDE,.
plrg1,NonDE,NonDE,NonDE,NonDE,.
pls3(1of2),UP,UP,NonDE,NonDE,.
pls3(2of2),NonDE,NonDE,NonDE,NonDE,.
plscr1,UP,NonDE,NonDE,NonDE,.
pltp,NonDE,DN,DN,NonDE,.
plvap(1of2),UP,UP,NonDE,UP,.
plvap(2of2),UP,UP,UP,NonDE,.
plxdc2(1of2),UP,UP,UP,NonDE,.
plxdc2(2of2),NonDE,DN,DN,NonDE,.
plxna1(1of2),NonDE,NonDE,NonDE,NonDE,.
plxna1(2of2),DN,DN,DN,NonDE,.
plxna2(1of2),DN,DN,DN,NonDE,.
plxna2(2of2),NonDE,NonDE,NonDE,NonDE,.
plxna3,NonDE,NonDE,NonDE,NonDE,.
plxna4,NonDE,NonDE,DN,UP,.
plxnb1(2of3),NonDE,NonDE,NonDE,NonDE,.
plxnb1(3of3),NonDE,DN,DN,NonDE,.
plxnb2(1of2),NonDE,NonDE,NonDE,NonDE,.
plxnb2(2of2),NonDE,NonDE,NonDE,NonDE,.
plxnb3,NonDE,DN,NonDE,NonDE,.
plxnd1,DN,DN,DN,NonDE,.
pm20d1,UP,NonDE,NonDE,NonDE,.
pmel(2of2),NonDE,NonDE,NonDE,UP,.
pmepa1,DN,DN,DN,NonDE,.
pmf1,DN,DN,DN,NonDE,.
pmm1,UP,UP,UP,NonDE,.
pmm2,NonDE,NonDE,NonDE,NonDE,.
pmp2,NonDE,DN,DN,NonDE,.
pmp22(1of2),UP,NonDE,NonDE,NonDE,.
pmp22(2of2),NonDE,NonDE,DN,NonDE,.
pmpca,DN,DN,NonDE,NonDE,.
pmpcb,NonDE,NonDE,NonDE,NonDE,.
pms1,DN,DN,DN,NonDE,.
pms2,DN,DN,DN,NonDE,.
pmvk,NonDE,DN,NonDE,NonDE,.
pnisr,DN,DN,DN,NonDE,.
pnkd(1of2),DN,DN,NonDE,NonDE,.
pnkp,NonDE,NonDE,NonDE,NonDE,.
pnma1(2of3),DN,NonDE,NonDE,NonDE,.
pnma1(3of3),NonDE,NonDE,NonDE,NonDE,.
pnn,NonDE,NonDE,NonDE,NonDE,.
pno1,NonDE,UP,UP,NonDE,.
pnp(2of5),NonDE,NonDE,NonDE,NonDE,.
pnp(3of5),DN,NonDE,NonDE,NonDE,.
pnp(4of5),NonDE,NonDE,NonDE,NonDE,.
pnp(5of5),NonDE,NonDE,NonDE,NonDE,.
pnpla2(1of5),UP,UP,UP,NonDE,.
pnpla2(2of5),NonDE,NonDE,NonDE,NonDE,.
pnpla2(4of5),UP,UP,UP,DN,.
pnpla2(5of5),NonDE,UP,UP,NonDE,.
pnpla6,NonDE,NonDE,NonDE,NonDE,.
pnpla7(1of2),NonDE,NonDE,NonDE,NonDE,.
pnpla7(2of2),NonDE,NonDE,NonDE,NonDE,.
pnpla8(1of2),NonDE,NonDE,NonDE,NonDE,.
pnpla8(2of2),DN,DN,DN,NonDE,.
pnpo,NonDE,NonDE,NonDE,NonDE,.
pnpt1,DN,DN,DN,NonDE,.
pnrc1,NonDE,NonDE,NonDE,NonDE,.
pnrc2,UP,UP,NonDE,NonDE,.
poc1a,DN,DN,DN,NonDE,.
poc1b(1of2),NonDE,NonDE,NonDE,NonDE,.
poc1b(2of2),DN,DN,NonDE,NonDE,.
poc5,NonDE,NonDE,NonDE,NonDE,.
podn(2of2),NonDE,DN,DN,NonDE,.
podxl,NonDE,NonDE,DN,NonDE,.
podxl2,NonDE,NonDE,DN,NonDE,.
pof1b,UP,NonDE,NonDE,NonDE,.
pofut1(1of2),DN,DN,DN,NonDE,.
pofut1(2of2),NonDE,NonDE,DN,NonDE,.
pofut2,NonDE,NonDE,NonDE,NonDE,.
poglut1,DN,DN,DN,NonDE,.
pogz,NonDE,NonDE,NonDE,NonDE,.
pola1,DN,DN,DN,NonDE,.
pola2,DN,DN,DN,NonDE,.
polb,NonDE,NonDE,NonDE,NonDE,.
pold1,DN,DN,DN,NonDE,.
pold2,DN,DN,DN,NonDE,.
pold3,DN,DN,DN,NonDE,.
pold4,UP,UP,UP,NonDE,.
poldip2,NonDE,NonDE,NonDE,NonDE,.
poldip3,NonDE,NonDE,NonDE,NonDE,.
pole,DN,DN,DN,NonDE,.
pole2,DN,DN,DN,NonDE,.
pole3,DN,DN,NonDE,NonDE,.
pole4,DN,DN,DN,NonDE,.
polg,NonDE,NonDE,NonDE,NonDE,.
polg2,NonDE,UP,NonDE,NonDE,.
polh,DN,NonDE,NonDE,NonDE,.
poli,NonDE,NonDE,NonDE,NonDE,.
polk,NonDE,NonDE,NonDE,NonDE,.
poll,NonDE,NonDE,NonDE,NonDE,.
polq,DN,DN,DN,NonDE,.
polr1a(1of2),NonDE,NonDE,NonDE,NonDE,.
polr1a(2of2),NonDE,NonDE,NonDE,NonDE,.
polr1b,NonDE,NonDE,NonDE,NonDE,.
polr1c,DN,NonDE,NonDE,NonDE,.
polr1d,NonDE,NonDE,NonDE,NonDE,.
polr1e,NonDE,NonDE,NonDE,NonDE,.
polr2a(2of2),NonDE,NonDE,UP,NonDE,.
polr2b,NonDE,NonDE,NonDE,NonDE,.
polr2c,DN,DN,NonDE,NonDE,.
polr2d,DN,NonDE,NonDE,NonDE,.
polr2e,NonDE,NonDE,NonDE,NonDE,.
polr2f,NonDE,NonDE,NonDE,NonDE,.
polr2g,DN,DN,DN,NonDE,.
polr2h,DN,DN,DN,NonDE,.
polr2i,DN,NonDE,NonDE,NonDE,.
polr2j,NonDE,NonDE,NonDE,NonDE,.
polr2k,NonDE,NonDE,NonDE,NonDE,.
polr2l,NonDE,NonDE,NonDE,NonDE,.
polr2m,NonDE,UP,UP,NonDE,.
polr3a,NonDE,NonDE,NonDE,NonDE,.
polr3b,DN,DN,NonDE,NonDE,.
polr3c,NonDE,NonDE,NonDE,NonDE,.
polr3d,NonDE,NonDE,NonDE,NonDE,.
polr3e,NonDE,NonDE,NonDE,NonDE,.
polr3f,UP,UP,UP,NonDE,.
polr3g,NonDE,NonDE,NonDE,NonDE,.
polr3gl,DN,DN,NonDE,NonDE,.
polr3h,NonDE,NonDE,NonDE,NonDE,.
polr3k,UP,UP,UP,NonDE,.
polrmt,NonDE,NonDE,NonDE,NonDE,.
pom121,DN,DN,DN,NonDE,.
pomgnt1,NonDE,NonDE,NonDE,NonDE,.
pomgnt2,DN,DN,NonDE,NonDE,.
pomk,NonDE,UP,NonDE,NonDE,.
pomp,NonDE,UP,UP,NonDE,.
pomt1,NonDE,NonDE,NonDE,NonDE,.
pomt2,NonDE,NonDE,NonDE,NonDE,.
pon2(1of2),NonDE,NonDE,NonDE,NonDE,.
pon2(2of2),NonDE,NonDE,NonDE,NonDE,.
pop1,NonDE,NonDE,NonDE,NonDE,.
pop4(2of2),NonDE,NonDE,NonDE,NonDE,.
pop5,DN,DN,DN,NonDE,.
pop7,NonDE,NonDE,NonDE,NonDE,.
popdc2,NonDE,NonDE,NonDE,NonDE,.
popdc3,NonDE,NonDE,NonDE,NonDE,.
por,NonDE,NonDE,NonDE,NonDE,.
porcn(1of2),NonDE,NonDE,NonDE,NonDE,.
porcn(2of2),DN,DN,NonDE,NonDE,.
postn(1of2),DN,DN,DN,DN,.
postn(2of2),DN,DN,DN,UP,.
pot1,NonDE,NonDE,NonDE,NonDE,.
pou2f1,NonDE,NonDE,NonDE,NonDE,.
pou2f2(1of2),NonDE,DN,NonDE,NonDE,.
pou3f2(1of2),UP,NonDE,NonDE,NonDE,.
pou3f2(2of2),NonDE,NonDE,NonDE,NonDE,.
pou3f3(1of2),NonDE,NonDE,NonDE,NonDE,.
pou3f3(2of2),NonDE,NonDE,DN,NonDE,.
pou3f4(1of3),NonDE,NonDE,DN,UP,.
pou3f4(2of3),NonDE,NonDE,NonDE,DN,.
pou3f4(3of3),NonDE,NonDE,NonDE,NonDE,.
pou4f2,NonDE,NonDE,NonDE,NonDE,.
pou4f3(3of3),NonDE,NonDE,NonDE,UP,.
pou6f1,NonDE,NonDE,NonDE,NonDE,.
ppa1(2of2),NonDE,NonDE,NonDE,NonDE,.
ppa2,DN,DN,NonDE,NonDE,.
ppan,NonDE,NonDE,NonDE,NonDE,.
ppara(1of2),UP,UP,UP,DN,.
ppara(2of2),UP,UP,UP,DN,.
ppard,NonDE,NonDE,NonDE,NonDE,.
pparg,NonDE,NonDE,NonDE,NonDE,.
ppargc1a,NonDE,NonDE,NonDE,NonDE,.
ppargc1b,NonDE,NonDE,NonDE,NonDE,.
ppat,NonDE,NonDE,NonDE,NonDE,.
ppbp,NonDE,NonDE,NonDE,NonDE,.
ppcdc,UP,NonDE,UP,NonDE,.
ppcs,UP,UP,NonDE,NonDE,.
ppdpf(1of2),UP,NonDE,NonDE,NonDE,.
ppdpf(2of2),UP,UP,NonDE,NonDE,.
ppfia1,NonDE,NonDE,NonDE,NonDE,.
ppfia3(1of2),NonDE,NonDE,NonDE,DN,.
ppfia3(2of2),NonDE,NonDE,NonDE,NonDE,.
ppfibp1(1of2),NonDE,NonDE,NonDE,NonDE,.
ppfibp1(2of2),NonDE,NonDE,NonDE,NonDE,.
ppfibp2(1of2),NonDE,DN,DN,NonDE,.
ppfibp2(2of2),NonDE,NonDE,DN,NonDE,.
pphln1(1of3),UP,UP,UP,NonDE,.
pphln1(2of3),DN,DN,NonDE,NonDE,.
pphln1(3of3),NonDE,DN,NonDE,NonDE,.
ppib,UP,UP,NonDE,NonDE,.
ppic,NonDE,NonDE,NonDE,NonDE,.
ppid,DN,DN,DN,NonDE,.
ppie,DN,DN,NonDE,NonDE,.
ppif(1of4),NonDE,NonDE,UP,NonDE,.
ppif(2of4),DN,DN,DN,NonDE,.
ppif(3of4),NonDE,NonDE,NonDE,NonDE,.
ppif(4of4),NonDE,NonDE,NonDE,NonDE,.
ppig,DN,NonDE,NonDE,NonDE,.
ppih,DN,NonDE,NonDE,NonDE,.
ppil1,DN,DN,DN,NonDE,.
ppil2,NonDE,NonDE,NonDE,NonDE,.
ppil3,NonDE,NonDE,NonDE,NonDE,.
ppil4,NonDE,NonDE,NonDE,NonDE,.
ppil6,DN,DN,NonDE,NonDE,.
ppip5k1(1of2),UP,UP,NonDE,NonDE,.
ppip5k1(2of2),NonDE,NonDE,NonDE,NonDE,.
ppl,UP,UP,NonDE,UP,.
ppm1a,NonDE,NonDE,NonDE,NonDE,.
ppm1b(2of4),NonDE,NonDE,NonDE,NonDE,.
ppm1b(4of4),NonDE,NonDE,NonDE,NonDE,.
ppm1d(1of2),NonDE,NonDE,NonDE,NonDE,.
ppm1d(2of2),NonDE,NonDE,NonDE,NonDE,.
ppm1e,DN,DN,DN,NonDE,.
ppm1f,UP,UP,UP,NonDE,.
ppm1g,DN,DN,DN,NonDE,.
ppm1h(1of3),DN,DN,DN,NonDE,.
ppm1h(2of3),NonDE,NonDE,NonDE,NonDE,.
ppm1k(2of2),UP,UP,UP,NonDE,.
ppm1l(1of2),DN,DN,DN,NonDE,.
ppm1l(2of2),NonDE,NonDE,NonDE,NonDE,.
ppme1,NonDE,NonDE,NonDE,NonDE,.
ppox,NonDE,NonDE,NonDE,NonDE,.
ppp1ca,DN,DN,DN,NonDE,.
ppp1cb(1of2),UP,UP,UP,NonDE,.
ppp1cb(2of2),UP,NonDE,NonDE,NonDE,.
ppp1cc(1of2),NonDE,DN,NonDE,NonDE,.
ppp1cc(2of2),NonDE,NonDE,NonDE,NonDE,.
ppp1r10,NonDE,NonDE,NonDE,NonDE,.
ppp1r11,NonDE,NonDE,NonDE,NonDE,.
ppp1r12a,NonDE,NonDE,NonDE,NonDE,.
ppp1r12c(1of2),NonDE,NonDE,NonDE,NonDE,.
ppp1r12c(2of2),NonDE,NonDE,NonDE,NonDE,.
ppp1r13b(1of2),NonDE,NonDE,NonDE,NonDE,.
ppp1r13b(2of2),NonDE,NonDE,NonDE,NonDE,.
ppp1r13l,UP,UP,UP,NonDE,.
ppp1r14a,NonDE,DN,DN,NonDE,.
ppp1r14b(1of3),NonDE,NonDE,NonDE,NonDE,.
ppp1r14b(2of3),DN,DN,DN,NonDE,.
ppp1r14b(3of3),NonDE,NonDE,DN,NonDE,.
ppp1r15b(1of2),NonDE,NonDE,NonDE,NonDE,.
ppp1r15b(2of2),UP,UP,UP,NonDE,.
ppp1r16a,NonDE,NonDE,NonDE,NonDE,.
ppp1r16b,NonDE,NonDE,NonDE,NonDE,.
ppp1r18,DN,DN,DN,NonDE,.
ppp1r1a,NonDE,NonDE,DN,NonDE,.
ppp1r1b(1of2),NonDE,NonDE,UP,NonDE,.
ppp1r1c,UP,UP,NonDE,DN,.
ppp1r2,DN,NonDE,NonDE,NonDE,.
ppp1r21,UP,UP,UP,NonDE,.
ppp1r26,DN,DN,DN,NonDE,.
ppp1r27(1of2),UP,UP,NonDE,NonDE,.
ppp1r35,DN,DN,DN,NonDE,.
ppp1r37,NonDE,NonDE,NonDE,NonDE,.
ppp1r3a(3of4),NonDE,NonDE,DN,NonDE,.
ppp1r3a(4of4),UP,UP,UP,NonDE,.
ppp1r3b(2of2),UP,UP,UP,NonDE,.
ppp1r3c(1of3),UP,UP,UP,NonDE,.
ppp1r3c(3of3),UP,UP,UP,NonDE,.
ppp1r3d(2of3),UP,UP,UP,NonDE,.
ppp1r3d(3of3),UP,UP,UP,NonDE,.
ppp1r3g,NonDE,NonDE,NonDE,NonDE,.
ppp1r7,NonDE,NonDE,NonDE,NonDE,.
ppp1r8,DN,DN,DN,NonDE,.
ppp1r9a(1of3),NonDE,NonDE,NonDE,NonDE,.
ppp1r9a(2of3),NonDE,NonDE,NonDE,NonDE,.
ppp1r9b(1of2),DN,DN,NonDE,NonDE,.
ppp1r9b(2of2),DN,DN,DN,NonDE,.
ppp2ca,NonDE,NonDE,NonDE,NonDE,.
ppp2cb(2of2),UP,UP,UP,NonDE,.
ppp2r1a,DN,NonDE,NonDE,NonDE,.
ppp2r2a(1of2),DN,DN,DN,NonDE,.
ppp2r2a(2of2),DN,DN,NonDE,NonDE,.
ppp2r2b,NonDE,NonDE,NonDE,NonDE,.
ppp2r2c(1of2),UP,UP,UP,NonDE,.
ppp2r2c(2of2),UP,UP,UP,NonDE,.
ppp2r2d,NonDE,NonDE,NonDE,NonDE,.
ppp2r3a(1of2),NonDE,NonDE,NonDE,NonDE,.
ppp2r3a(2of2),NonDE,NonDE,UP,NonDE,.
ppp2r3c,NonDE,NonDE,NonDE,NonDE,.
ppp2r4,NonDE,NonDE,NonDE,NonDE,.
ppp2r5a,NonDE,UP,UP,NonDE,.
ppp2r5b,NonDE,NonDE,NonDE,NonDE,.
ppp2r5c,NonDE,NonDE,NonDE,NonDE,.
ppp2r5d(1of2),NonDE,NonDE,NonDE,NonDE,.
ppp2r5d(2of2),NonDE,NonDE,NonDE,NonDE,.
ppp2r5e,NonDE,NonDE,NonDE,NonDE,.
ppp3ca(2of5),UP,UP,UP,UP,.
ppp3ca(3of5),DN,DN,NonDE,NonDE,.
ppp3ca(4of5),NonDE,NonDE,NonDE,NonDE,.
ppp3ca(5of5),NonDE,NonDE,NonDE,NonDE,.
ppp3r1,NonDE,NonDE,NonDE,NonDE,.
ppp4c,NonDE,NonDE,NonDE,NonDE,.
ppp4r1,NonDE,DN,NonDE,NonDE,.
ppp4r2(1of2),NonDE,NonDE,NonDE,NonDE,.
ppp4r2(2of2),DN,DN,DN,NonDE,.
ppp4r3a,NonDE,NonDE,NonDE,NonDE,.
ppp4r3b,NonDE,NonDE,NonDE,NonDE,.
ppp4r4,NonDE,NonDE,UP,NonDE,.
ppp5c,DN,DN,DN,NonDE,.
ppp6c(1of2),NonDE,NonDE,NonDE,NonDE,.
ppp6c(2of2),NonDE,NonDE,NonDE,NonDE,.
